Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	Sampleshort	Experiment	Replicate	Replicate2	WWTP	Method
894	PEG1_HybCap	X70828.1	4399	30	59.87	0.41	125	1974883	0	0	125	0.00632948888617705	7348	2.842	10	3	31.3315265295888	6472.568	45.550998	52.039	7348	Human papillomavirus type 63 complete genome	28311	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 2	Human papillomavirus type 63	Human papillomavirus type 63	PEG1	WWDv_002	R1	R1	WWTP I	PEG
895	PEG1_HybCap	X70829.1	5390	72	73.75	0.99	178	1974883	0	0	178	0.00901319217391613	7308	3.283	14	3	44.8602979039042	6523.913	60.033161	69.128	7308	Human papillomavirus type 65 complete genome	28312	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 65	Human papillomavirus 65	PEG1	WWDv_002	R1	R1	WWTP I	PEG
896	PEG1_HybCap	X74464.1	1411	0	18.98	0	33	1974883	0	0	33	0.00167098506595074	7434	2.339	7	2	8.17583414474125	6660.773	12.765897	15.008	7434	Human papillomavirus type 9 genomic DNA	10621	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 9	Human papillomavirus 9	PEG1	WWDv_002	R1	R1	WWTP I	PEG
897	PEG1_HybCap	X74466.1	2263	0	29.49	0	53	1974883	0	0	53	0.00268370328773907	7673	2.319	8	2	12.7218819421756	6788.105	20.038474	24.009	7673	Human papillomavirus type 12 genomic DNA	10604	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 12	human papillomavirus 12	PEG1	WWDv_002	R1	R1	WWTP I	PEG
898	PEG1_HybCap	X74467.1	1319	0	17.73	0	32	1974883	0	0	32	0.00162034915486133	7439	2.432	5	2	7.92275286684919	6786.726	5.009741	6.001	7439	Human papillomavirus type 14D genomic DNA	31546	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 14D	Human papillomavirus type 14D	PEG1	WWDv_002	R1	R1	WWTP I	PEG
899	PEG1_HybCap	X74468.1	2224	79	30.01	1.07	65	1974883	2	3.08	63	0.00329133422081207	7412	2.725	16	2	16.1517147340121	6507.636	21.781504	25.019	7412	Human papillomavirus type 15 genomic DNA	10606	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 15	Human papillomavirus 15	PEG1	WWDv_002	R1	R1	WWTP I	PEG
900	PEG1_HybCap	X74469.1	1458	0	19.63	0	28	1974883	0	0	28	0.00141780551050366	7427	1.874	7	1	6.94360963436512	6373.685	2.666717	3	7427	Human papillomavirus type 17 genomic DNA	10607	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 17	Human papillomavirus 17	PEG1	WWDv_002	R1	R1	WWTP I	PEG
901	PEG1_HybCap	X74470.1	2663	0	34.65	0	57	1974883	0	0	57	0.00288624693209674	7685	2.137	7	2	13.6606597221047	7050.835	24.114416	30.01	7685	Human papillomavirus type 19 genomic DNA	10608	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 19	Human papillomavirus 19	PEG1	WWDv_002	R1	R1	WWTP I	PEG
902	PEG1_HybCap	X74480.1	1193	0	15.78	0	30	1974883	0	0	30	0.00151907733268249	7560	2.469	8	2	7.308700220299	6695.015	10.154906	12	7560	Human papillomavirus type 49 genomic DNA	10616	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	Human papillomavirus type 49	Human papillomavirus type 49	PEG1	WWDv_002	R1	R1	WWTP I	PEG
903	PEG1_HybCap	X76931.1	4439	2088	78.3	36.83	550	1974883	0	0	550	0.027849751099179	5669	12.211	56	9	178.688631245976	5822.171	165.571692	170.147	5669	Cucurbit aphid-borne yellows virus genomic RNA	91753	Viruses	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	unclassified Cucurbit aphid-borne yellows virus subspecies/strain	unclassified Cucurbit aphid-borne yellows virus strain	PEG1	WWDv_002	R1	R1	WWTP I	PEG
904	PEG1_HybCap	X86560.1	6235	3473	83.91	46.74	4279	1974883	2421	56.58	1858	0.216671063551613	7431	37.196	385	11	1060.56115154759	7776.175	279.033285	382.98	7431	Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA	82659	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapporo virus-Manchester	Sapporo virus-Manchester	PEG1	WWDv_002	R1	R1	WWTP I	PEG
905	PEG1_HybCap	Y15174.1	2311	0	30.61	0	57	1974883	0	0	57	0.00288624693209674	7549	2.471	9	2	13.9067651297357	6490.237	13.969702	16.003	7549	Human papillomavirus type 76 E6, E7, E1, E2, E4, L2, and L1 genes	69985	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	human papillomavirus 76	human papillomavirus 76	PEG1	WWDv_002	R1	R1	WWTP I	PEG
906	PEG1_HybCap	Z25771.1	6625	6053	97.24	88.84	90737	1974883	7132	7.86	83605	4.59455066452038	6813	1285.946	6769	770	24529.388233685	6124.736	17699.803773	19134.17	6813	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1	PEG1	WWDv_002	R1	R1	WWTP I	PEG
907	PEG1_Klosterneuburg	AB010145.1	2824	757	34.23	9.17	395	259677	150	37.97	245	0.15211204688902	8251	8.777	52	3	1444.9393283962	10250.34	703.351563	160.158	8251	Aichi virus genomic RNA, complete genome	1313215	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Aichi virus 1	Aichi virus 1	PEG1	WWDv_003	R1	R1	WWTP II	PEG
908	PEG1_Klosterneuburg	AB042808.1	7038	6106	91.44	79.33	10730	259677	1347	12.55	9383	4.13205636232704	7697	135.419	963	73	42076.2802199595	5496.773	34961.02425	4269.031	7697	Chiba virus genomic RNA, complete genome	99565	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Chiba virus	Chiba virus	PEG1	WWDv_003	R1	R1	WWTP II	PEG
909	PEG1_Klosterneuburg	AB295643.1	971	135	16.01	2.23	47	259677	0	0	47	0.0180994081108454	6064	4.872	23	3	233.936381856844	4293.078	179.924215	17.159	6064	Radish mosaic virus genomic RNA, segment RNA1, complete sequence	328061	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Radish mosaic virus	unclassified Radish mosaic virus subspecies/strain	unclassified Radish mosaic virus strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
910	PEG1_Klosterneuburg	AB623037.2	1694	93	22.76	1.25	56	259677	0	0	56	0.0215652522171775	7442	3.324	14	2	227.121090465485	6204.552	198.459191	27.354	7442	Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome	1003429	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/OH08021/2008/JP	Sapovirus Hu/OH08021/2008/JP	PEG1	WWDv_003	R1	R1	WWTP II	PEG
911	PEG1_Klosterneuburg	AC_000007.1	9825	761	27.34	2.12	559	259677	253	45.26	306	0.215267428382182	35937	4.038	18	3	469.492967743886	44403.484	244.391384	241.068	35937	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	PEG1	WWDv_003	R1	R1	WWTP II	PEG
912	PEG1_Klosterneuburg	AC_000008.1	5974	0	16.62	0	317	259677	246	77.6	71	0.122074731300808	35938	2.42	9	2	266.234578705186	44431.565	30.64448	30.247	35938	Human adenovirus 5, complete genome	28285	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 5	Human adenovirus 5	PEG1	WWDv_003	R1	R1	WWTP II	PEG
913	PEG1_Klosterneuburg	AC_000017.1	6122	215	17.01	0.6	406	259677	262	64.53	144	0.156348078574537	36001	3.384	16	2	340.385124733202	44583.318	122.040139	120.868	36001	Human adenovirus type 1, complete genome	10533	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 1	Human adenovirus 1	PEG1	WWDv_003	R1	R1	WWTP II	PEG
914	PEG1_Klosterneuburg	AF022937.1	857	12	8.56	0.12	27	259677	0	0	27	0.0103975323189963	10011	2.764	10	2	81.4039363692647	7257.443	99.242782	16	10011	Rhopalosiphum padi virus complete genome	66834	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Rhopalosiphum padi virus	unclassified Rhopalosiphum padi virus subspecies/strain	unclassified Rhopalosiphum padi virus strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
915	PEG1_Klosterneuburg	AF092924.1	2691	379	30.47	4.29	116	259677	0	0	116	0.0446708795927248	8832	4.267	16	3	396.422259171843	6623.909	421.611388	62.039	8832	Sacbrood virus complete genome	89463	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Sacbrood virus	unclassified Sacbrood virus subspecies/strain	unclassified Sacbrood virus strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
916	PEG1_Klosterneuburg	AF109397.1	1478	611	83.6	34.56	139	259677	0	0	139	0.0535280367533513	1768	9.355	25	9	2372.9666954078	1124.876	3309.995344	82.712	1768	Bovine circovirus, complete genome	85542	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Porcine circovirus 2	Bovine circovirus	Bovine circovirus	PEG1	WWDv_003	R1	R1	WWTP II	PEG
917	PEG1_Klosterneuburg	AJ620210.1	974	0	13.28	0	23	259677	0	0	23	0.00885715716062647	7337	2.325	4	2	94.6168358287135	4836.787	158.725995	17.055	7337	Human papillomavirus type 95 E6 gene, E7 gene, E1 gene, E2 gene, E4 gene, L2 gene and L1 gene	260716	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 95	Human papillomavirus 95	PEG1	WWDv_003	R1	R1	WWTP II	PEG
918	PEG1_Klosterneuburg	AM749299.1	4251	38	12.59	0.11	143	259677	0	0	143	0.0550684119117211	33763	3.303	10	3	127.836276397193	29497.36	131.346393	86.067	33763	Human adenovirus type 31 complete genome, serotype 31	10529	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31	Human adenovirus 31	PEG1	WWDv_003	R1	R1	WWTP II	PEG
919	PEG1_Klosterneuburg	AX344110.1	3882	581	74.17	11.1	207	259677	0	0	207	0.0797144144456382	5234	5.262	23	4	1193.70147502435	3376.215	2081.10108	156.085	5234	Sequence 65 from Patent WO0200924	185639	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Scindoambidensovirus	Orthopteran scindoambidensovirus 1	Acheta domestica densovirus	Acheta domestica densovirus	PEG1	WWDv_003	R1	R1	WWTP II	PEG
920	PEG1_Klosterneuburg	AY237420.2	2032	65	27.25	0.87	143	259677	70	48.95	73	0.0550684119117211	7458	3.826	11	3	578.725690533444	6817.881	556.307497	84.256	7458	Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA	234601	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Mc10	Sapovirus Mc10	PEG1	WWDv_003	R1	R1	WWTP II	PEG
921	PEG1_Klosterneuburg	AY251269.2	1485	97	14.69	0.96	52	259677	0	0	52	0.0200248770588077	10112	3.469	10	3	155.212032508574	7066.35	244.885887	38.441	10112	Varroa destructor virus 1, complete genome	232800	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Varroa destructor virus 1	unclassified Varroa destructor virus 1 subspecies/strain	unclassified Varroa destructor virus 1 strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
922	PEG1_Klosterneuburg	AY386330.1	5477	4900	97.87	87.56	1752	259677	419	23.92	1333	0.674684319365982	5596	26.384	85	23	9449.64512913474	4175.224	8556.797054	793.649	5596	B19 virus isolate J35, complete genome	10798	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	Human parvovirus B19	Human parvovirus B19	PEG1	WWDv_003	R1	R1	WWTP II	PEG
923	PEG1_Klosterneuburg	AY646856.2	4786	923	63.81	12.31	266	259677	0	0	266	0.102434948031593	7500	5.544	20	4	1070.48226498795	5721.885	1001.054966	127.243	7500	Sapovirus NongKhai-24/Thailand, complete genome	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	PEG1	WWDv_003	R1	R1	WWTP II	PEG
924	PEG1_Klosterneuburg	DQ125333.1	6692	3550	89.98	47.73	1143	259677	1	0.09	1142	0.440162201504176	7437	16.959	115	10	4638.8203347261	8052.956	2231.799557	399.253	7437	Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes	343513	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Angelholm/SW278/2004/SE	Sapovirus Hu/Angelholm/SW278/2004/SE	PEG1	WWDv_003	R1	R1	WWTP II	PEG
925	PEG1_Klosterneuburg	DQ915164.2	1495	218	4.81	0.7	100	259677	0	0	100	0.0385093789592455	31076	6.471	40	4	97.1256616982868	19643.407	141.152371	61.595	31076	Bovine coronavirus isolate Alpaca, complete genome	404135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1	Bovine coronavirus isolate Alpaca	Bovine coronavirus isolate Alpaca	PEG1	WWDv_003	R1	R1	WWTP II	PEG
926	PEG1_Klosterneuburg	EF422221.1	2808	0	37.13	0	78	259677	0	0	78	0.0300373155882115	7562	2.734	8	2	311.327176552506	5363.89	558.531633	66.553	7562	Human papillomavirus type 107, complete genome	427343	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 107	Human papillomavirus 107	PEG1	WWDv_003	R1	R1	WWTP II	PEG
927	PEG1_Klosterneuburg	EF444549.1	2085	237	39.87	4.53	92	259677	0	0	92	0.0354286286425059	5229	4.378	13	4	531.041288563986	3067.897	1349.925007	92	5229	WU Polyomavirus strain B0, complete genome	440266	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus quartihominis	WU Polyomavirus	WU Polyomavirus	PEG1	WWDv_003	R1	R1	WWTP II	PEG
928	PEG1_Klosterneuburg	EU326526.1	3927	51	25.4	0.33	130	259677	13	10	117	0.0500621926470192	15462	3.056	12	3	253.767958984397	8890.871	15.284744	3.019	15462	Human parainfluenza virus 3 strain ZHYMgz01, complete genome	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
929	PEG1_Klosterneuburg	EU410347.1	2901	42	39.2	0.57	115	259677	0	0	115	0.0442857858031324	7401	3.927	11	4	468.993193132868	4893.204	1013.145113	110.129	7401	Human papillomavirus FA75/KI88-03, complete genome	563190	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus FA75/KI88-03	Human papillomavirus FA75/KI88-03	PEG1	WWDv_003	R1	R1	WWTP II	PEG
930	PEG1_Klosterneuburg	EU410348.1	1785	0	24.05	0	44	259677	0	0	44	0.016944126742068	7423	2.396	6	2	178.909053979769	5197.496	329.118307	38	7423	Human papillomavirus type 110, complete genome	518629	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 110	Human papillomavirus 110	PEG1	WWDv_003	R1	R1	WWTP II	PEG
931	PEG1_Klosterneuburg	EU410349.1	1187	15	16.08	0.2	47	259677	3	6.38	44	0.0180994081108454	7384	3.716	10	3	192.116768632164	5129.707	299.032699	34.076	7384	Human papillomavirus type 111, complete genome	518630	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 111	Human papillomavirus 111	PEG1	WWDv_003	R1	R1	WWTP II	PEG
932	PEG1_Klosterneuburg	EU424062.1	1058	96	6.84	0.62	49	259677	23	46.94	26	0.0188695956900303	15462	3.052	15	2	95.6509999248881	8704.842	89.834292	17.372	15462	Human parainfluenza virus 3 strain 14702, complete genome	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
933	PEG1_Klosterneuburg	EU796884.1	1632	0	20.66	0	51	259677	0	0	51	0.0196397832692152	7899	3.108	7	3	194.875465514285	8199.211	227.555722	41.447	7899	Feline papillomavirus type 2 isolate Main Coon 2007, complete genome	568209	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyothetapapillomavirus	Dyothetapapillomavirus 1	Felis domesticus papillomavirus 2	Felis domesticus papillomavirus 2	PEG1	WWDv_003	R1	R1	WWTP II	PEG
934	PEG1_Klosterneuburg	FJ222451.1	5955	4692	96.5	76.03	1682	259677	0	0	1682	0.64772775409451	6171	28.149	94	23	8226.77365071834	4204.328	6829.655378	637.871	6171	Astrovirus MLB1, complete genome	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
935	PEG1_Klosterneuburg	FJ947080.1	2228	0	29.8	0	86	259677	0	0	86	0.0331180659049512	7476	3.825	8	4	347.206831744907	5355.153	498.127206	59.258	7476	Human papillomavirus type 115 isolate GC02, complete genome	696746	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	human papillomavirus 115	human papillomavirus 115	PEG1	WWDv_003	R1	R1	WWTP II	PEG
936	PEG1_Klosterneuburg	FJ973560.1	4216	3537	85.03	71.34	3289	259677	412	12.53	2877	1.26657347396959	4958	68.254	264	52	20022.4148043493	3444.239	20711.646626	1584.694	4958	Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome	1511881	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2b NI	Human bocavirus 2b NI	PEG1	WWDv_003	R1	R1	WWTP II	PEG
937	PEG1_Klosterneuburg	FJ973620.1	6306	5345	95.75	81.16	2645	259677	0	0	2645	1.01857307347204	6586	41.641	434	28	12121.6866557328	4613.848	13647.021845	1398.745	6586	Astrovirus VA1, complete genome	645687	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 9	Astrovirus VA1	Astrovirus VA1	PEG1	WWDv_003	R1	R1	WWTP II	PEG
938	PEG1_Klosterneuburg	FM955837.2	914	0	12.24	0	31	259677	0	0	31	0.0119379074773661	7466	3.349	8	3	125.323585522388	5421.658	224.178656	27	7466	Human papillomavirus type 98, complete genome	587347	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 98	Human papillomavirus 98	PEG1	WWDv_003	R1	R1	WWTP II	PEG
939	PEG1_Klosterneuburg	FM955838.1	2229	68	28.96	0.88	65	259677	0	0	65	0.0250310963235096	7698	2.933	13	2	254.855818512389	5706.436	492.892843	62.482	7698	Human papillomavirus type 99, complete genome	587348	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 99	Human papillomavirus 99	PEG1	WWDv_003	R1	R1	WWTP II	PEG
940	PEG1_Klosterneuburg	FM955841.1	864	29	11.27	0.38	34	259677	0	0	34	0.0130931888461435	7667	3.877	10	3	133.848206782082	5766.668	212.074909	27.168	7667	Human papillomavirus type 105, complete genome	587350	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 105	Human papillomavirus 105	PEG1	WWDv_003	R1	R1	WWTP II	PEG
941	PEG1_Klosterneuburg	GQ179640.3	5439	2622	68.14	32.85	719	259677	97	13.49	622	0.276882434716975	7982	11.434	50	9	2718.79379635549	9468.238	1053.103935	221.502	7982	Salivirus NG-J1, complete genome	651733	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	Salivirus NG-J1	Salivirus NG-J1	PEG1	WWDv_003	R1	R1	WWTP II	PEG
942	PEG1_Klosterneuburg	GQ184145.1	3439	799	43.05	10	331	259677	97	29.31	234	0.127466044355103	7989	6.743	31	4	1250.53161576143	9296.408	567.954172	117.291	7989	Salivirus A isolate 02394-01, complete genome	1330524	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	unclassified Salivirus A subspecies/strain	unclassified Salivirus A strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
943	PEG1_Klosterneuburg	GQ415660.1	6518	5805	99.76	88.84	4729	259677	0	0	4729	1.82110853098272	6534	72.039	1182	45	21844.8610814572	4527.314	23701.857852	2383.748	6534	Mamastrovirus 8 isolate NI-295, complete genome	1239572	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 8	unclassified Mamastrovirus 8 subspecies/strain	unclassified Mamastrovirus 8 strain	PEG1	WWDv_003	R1	R1	WWTP II	PEG
944	PEG1_Klosterneuburg	GQ845442.1	2384	0	32.64	0	62	259677	0	0	62	0.0238758149547322	7304	2.549	8	2	256.206431957872	5219.948	314.46083	36.464	7304	Human papillomavirus type 120, complete genome	765052	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 120	Human papillomavirus 120	PEG1	WWDv_003	R1	R1	WWTP II	PEG
945	PEG1_Klosterneuburg	GQ845444.1	4115	111	55.63	1.5	149	259677	0	0	149	0.0573789746492758	7397	3.623	14	3	607.980644014409	5192.94	806.612082	93.05	7397	Human papillomavirus type 122, complete genome	765054	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 122	Human papillomavirus 122	PEG1	WWDv_003	R1	R1	WWTP II	PEG
946	PEG1_Klosterneuburg	GU345042.1	1456	538	20.9	7.72	128	259677	0	0	128	0.0492920050678343	6965	8.761	37	4	554.686954853988	8827.942	30.595275	6	6965	Hepatitis E virus rat/R63/DEU/2009, complete genome	879096	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Rocahepevirus	Rocahepevirus ratti	Hepatitis E virus rat/R63/DEU/2009	Hepatitis E virus rat/R63/DEU/2009	PEG1	WWDv_003	R1	R1	WWTP II	PEG
947	PEG1_Klosterneuburg	GU989205.1	1114	0	21.29	0	28	259677	0	0	28	0.0107826261085887	5232	2.532	6	2	161.528588995044	3428.618	199.351038	15.184	5232	Trichodysplasia spinulosa-associated polyomavirus, complete genome	862909	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus octihominis	Trichodysplasia spinulosa-associated polyomavirus	Trichodysplasia spinulosa-associated polyomavirus	PEG1	WWDv_003	R1	R1	WWTP II	PEG
948	PEG1_Klosterneuburg	GU991355.1	2829	820	37.5	10.87	215	259677	15	6.98	200	0.0827951647623779	7544	7.223	33	6	860.192959346807	6281.213	158.48052	22.113	7544	Norovirus Hu/Shanghai/SH312/2009/CHN, complete genome	756497	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/Shanghai/SH312/2009/CHN	Norovirus Hu/Shanghai/SH312/2009/CHN	PEG1	WWDv_003	R1	R1	WWTP II	PEG
949	PEG1_Klosterneuburg	HF930491.1	1636	18	22.23	0.24	49	259677	0	0	49	0.0188695956900303	7359	2.996	11	2	200.972382231094	5121.827	44.379855	5.049	7359	Human papillomavirus type 174 complete genome, isolate V001	1347832	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 174	Human papillomavirus 174	PEG1	WWDv_003	R1	R1	WWTP II	PEG
950	PEG1_Klosterneuburg	HM011556.1	5339	4667	99.11	86.63	1139	259677	0	0	1139	0.438621826345806	5387	21.176	77	18	6381.69217502146	3764.134	8486.570083	709.634	5387	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	PEG1	WWDv_003	R1	R1	WWTP II	PEG
951	PEG1_Klosterneuburg	HM011560.1	4008	1310	81.36	26.59	355	259677	0	0	355	0.136708295305322	4926	8.743	28	7	2175.16921912762	3286.649	1301.852116	95.05	4926	Polyomavirus HPyV6 isolate 607a, complete genome	746830	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus sextihominis	Human polyomavirus 6	Human polyomavirus 6	PEG1	WWDv_003	R1	R1	WWTP II	PEG
952	PEG1_Klosterneuburg	HM011566.1	1468	76	29.64	1.53	54	259677	0	0	54	0.0207950646379926	4952	3.693	14	3	329.13360540901	3280.73	112.094412	8.169	4952	Polyomavirus HPyV7 isolate 713a, complete genome	746831	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus septihominis	Human polyomavirus 7	Human polyomavirus 7	PEG1	WWDv_003	R1	R1	WWTP II	PEG
